Subject,Sentence,Label
psychology," People with personality disorders exhibit a personality style that differs markedly from the expectations of their culture , is pervasive and inflexible , begins in adolescence or early adulthood , and causes distress or impairment ( APA , 2013 ) .","  O  O  B-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  O  O  O  O"
psychology," Cluster C disorders include avoidant personality disorder , dependent personality disorder , and obsessive - compulsive personality disorder ( which is not the same thing as obsessive - compulsive disorder ) .","  B-Term  I-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," 4246 . Mood disorders ( [ link ] ) are characterized by severe disturbances in mood and emotions — most often depression , but also mania and elation ( Rothschild , 1999 ) .","  O  O  B-Term  I-Term  O  O  O  O  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  O  O  O  O"
psychology," One subtype , seasonal pattern , applies to situations in which a person experiences the symptoms of major depressive disorder only during a particular time of year ( e.g. , fall or winter ) .","  O  O  O  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," 4255 . A person with bipolar disorder ( commonly known as manic depression ) often experiences mood states that vacillate between depression and mania ; that is , the person ’s mood is said to alternate from one emotional extreme to the other ( in contrast to unipolar , which indicates a persistently sad mood ) .","  O  O  O  O  O  B-Term  I-Term  O  O  O  O  B-Alias-Term  I-Alias-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  O  O  B-Term  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O"
psychology," Rumination is the repetitive and passive focus on the fact that one is depressed and dwelling on depressed symptoms , rather that distracting one ’s self from the symptoms or attempting to address them in an active , problem - solving manner ( Nolen - Hoeksema , 1991 ) .","  B-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  O  O  O  O  O  O"
psychology," 4267 . Compulsions are repetitive and ritualistic acts that are typically carried out primarily as a means to minimize the distress that obsessions trigger or to reduce the likelihood of a feared event ( APA , 2013 ) .","  O  O  B-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  O  O  O  O"
psychology," 4270 . A brain region that is believed to play a critical role in OCD is the orbitofrontal cortex ( Kopell & Greenberg , 2008 ) , an area of the frontal lobe involved in learning and decision - making ( Rushworth , Noonan , Boorman , Walton , & Behrens , 2011 ) ( [ link ] ) .","  O  O  B-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  O  B-Term  I-Term  I-Term  O  O  O  O  O  O  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O"
psychology," A person diagnosed with a specific phobia ( formerly known as simple phobia ) experiences excessive , distressing , and persistent fear or anxiety about a specific object or situation ( such as animals , enclosed spaces , elevators , or flying ) ( APA , 2013 ) .","  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  O  O  O  O"
psychology," 4279 . People with panic disorder experience recurrent ( more than one ) and unexpected panic attacks , along with at least one month of persistent concern about additional panic attacks , worry over the consequences of the attacks , or self - defeating changes in behavior related to the attacks ( e.g. , avoidance of exercise or unfamiliar situations ) ( APA , 2013 ) .","  O  O  O  O  O  O  O  B-Term  O  B-Definition  I-Definition  I-Definition  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O"
psychology," 4282 . Conditioning theories of panic disorder propose that panic attacks are classical conditioning responses to subtle bodily sensations resembling those normally occurring when one is anxious or frightened ( Bouton , Mineka , & Barlow , 2001 ) .","  O  O  B-Term  I-Term  I-Term  I-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  O  O  O  O  O  O  O  O  O"
psychology," 4285 . For centuries , psychological disorders were viewed from a supernatural perspective : attributed to a force beyond scientific understanding .","  O  O  O  O  O  O  O  O  O  O  B-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," This diathesis - stress model suggests that people with an underlying predisposition for a disorder ( i.e. , a diathesis ) are more likely than others to develop a disorder when faced with adverse environmental or psychological events ( i.e. , stress ) , such as childhood maltreatment , negative life events , trauma , and so on .","  O  O  O  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," 4297 . The DSM-5 also provides information about comorbidity ; the co - occurrence of two disorders .","  O  O  O  O  O  O  O  O  B-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," The term culture refers to all of the beliefs , customs , art , and traditions of a particular society .","  O  O  B-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," This kind of test relies on one of the defense mechanisms proposed by Freud — projection — as a way to assess unconscious processes .","  B-Referential-Term  I-Referential-Term  I-Referential-Term  I-Referential-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," In simple terms , the theory states that organisms that are better suited for their environment will survive and reproduce , while those that are poorly suited for their environment will die off .","  O  O  O  O  B-Referential-Term  I-Referential-Term  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," Chromosomes are long strings of genetic material known as deoxyribonucleic acid ( DNA ) .","  B-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," DNA is a helix - shaped molecule made up of nucleotide base pairs .","  B-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," 3318 . Therefore , each parent contributes half the genetic information carried by the offspring ; the resulting physical characteristics of the offspring ( called the phenotype ) are determined by the interaction of genetic material supplied by the parents ( called the genotype ) .","  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  B-Term  I-Term  O  O  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  B-Term  I-Term  O  O"
psychology," A person ’s genotype is the genetic makeup of that individual .","  B-Term  I-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," Phenotype , on the other hand , refers to the individual ’s inherited physical characteristics , which are a combination of genetic and environmental influences ( [ link ] ) .","  B-Term  O  O  O  O  O  O  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  O  O  O  O"
psychology," ( a ) Genotype refers to the genetic makeup of an individual based on the genetic material ( DNA ) inherited from one ’s parents .","  O  O  O  B-Term  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," Most traits are polygenic : controlled by more than one gene .","  O  O  O  B-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," Range of reaction asserts that our genes set the boundaries within which we can operate , and our environment interacts with the genes to determine where in that range we will fall .","  B-Term  I-Term  I-Term  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," For instance , identical twins share the same genetic information ( identical twins develop from a single fertilized egg that split , so the genetic material is exactly the same in each ; in contrast , fraternal twins develop from two different eggs fertilized by different sperm , so the genetic material varies as with non - twin siblings ) .","  O  O  O  O  O  O  O  O  O  O  O  B-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  O  O  B-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O"
psychology," 3339 . Glial cells provide scaffolding on which the nervous system is built , help neurons line up closely with each other to allow neuronal communication , provide insulation to neurons , transport nutrients and waste products , and mediate immune responses .","  O  O  B-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," Neurons , on the other hand , serve as interconnected information processors that are essential for all of the tasks of the nervous system .","  B-Term  O  O  O  O  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," 3342 . The nucleus of the neuron is located in the soma , or cell body .","  O  O  O  O  O  O  O  O  O  O  B-Term  I-Term  O  O  B-Definition  I-Definition  O"
psychology," The terminal buttons contain synaptic vesicles that house neurotransmitters , the chemical messengers of the nervous system .","  B-Term  I-Term  I-Term  O  O  O  O  O  B-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," Receptors , proteins on the cell surface where neurotransmitters attach , vary in shape , with different shapes “ matching ” different neurotransmitters .","  B-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," 3351 . Between signals , the neuron membrane ’s potential is held in a state of readiness , called the resting potential .","  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  B-Term  I-Term  I-Term  O"
psychology," 3354 . This positive spike constitutes the action potential : the electrical signal that typically moves from the cell body down the axon to the axon terminals .","  O  O  O  O  O  O  B-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," Reuptake involves the neurotransmitter being pumped back into the neuron that released it , in order to clear the synapse ( [ link ] ) .","  B-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," Psychotropic medications are drugs that treat psychiatric symptoms by restoring neurotransmitter balance .","  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," The CNS is comprised of the brain and spinal cord ; the PNS connects the CNS to the rest of the body .","  B-Alias-Term  I-Alias-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  B-Alias-Term  I-Alias-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," The sympathetic nervous system is involved in preparing the body for stress - related activities ; the parasympathetic nervous system is associated with returning the body to routine , day - to - day operations .","  B-Term  I-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  B-Term  I-Term  I-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," The most prominent sulcus , known as the longitudinal fissure , is the deep groove that separates the brain into two halves or hemispheres : the left hemisphere and the right hemisphere .","  O  O  O  O  O  O  O  B-Term  I-Term  I-Term  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," The forebrain contains the cerebral cortex and a number of other structures that lie beneath the cortex ( called subcortical structures ) : thalamus , hypothalamus , pituitary gland , and the limbic system ( collection of structures ) .","  B-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," 3381 . The brain ’s parietal lobe is located immediately behind the frontal lobe , and is involved in processing information from the body ’s senses .","  O  O  B-Term  I-Term  I-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," It contains the somatosensory cortex , which is essential for processing sensory information from across the body , such as touch , temperature , and pain .","  O  O  B-Term  I-Term  I-Term  O  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," 3384 . The auditory cortex , the main area responsible for processing auditory information , is located within the temporal lobe .","  O  O  B-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," Wernicke ’s area , important for speech comprehension , is also located here .","  B-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  O  O  O  O  O  O"
psychology," The thalamus is a sensory relay for the brain .","  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," 3390 . The hippocampus is an essential structure for learning and memory .","  O  O  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," The amygdala is involved in our experience of emotion and in tying emotional meaning to our memories .","  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," The hypothalamus regulates a number of homeostatic processes , including the regulation of body temperature , appetite , and blood pressure .","  B-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," 3393 . Midbrain and Hindbrain StructuresThe midbrain is comprised of structures located deep within the brain , between the forebrain and the hindbrain .","  O  O  O  O  O  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," The reticular formation is centered in the midbrain , but it actually extends up into the forebrain and down into the hindbrain .","  B-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," 3396 . The hindbrain is located at the back of the head and looks like an extension of the spinal cord .","  O  O  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," 3399 . The cerebellum ( Latin for “ little brain ” ) receives messages from muscles , tendons , joints , and structures in our ear to control balance , coordination , movement , and motor skills .","  O  O  B-Term  I-Term  O  B-Qualifier  I-Qualifier  I-Qualifier  I-Qualifier  I-Qualifier  I-Qualifier  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," 3402 . A computerized tomography ( CT ) scan involves taking a number of x - rays of a particular section of a person ’s body or brain ( [ link ] ) .","  O  O  B-Alias-Term  I-Alias-Term  I-Alias-Term  B-Term  I-Term  I-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," Functional magnetic resonance imaging ( fMRI ) operates on the same principles , but it shows changes in brain activity over time by tracking blood flow and oxygen levels .","  B-Term  I-Term  I-Term  I-Term  O  B-Alias-Term  O  O  O  O  O  O  O  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," 3408 . Major GlandsThe pituitary gland descends from the hypothalamus at the base of the brain , and acts in close association with it .","  O  O  O  B-Term  I-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," 3411 . The adrenal glands sit atop our kidneys and secrete hormones involved in the stress response , such as epinephrine ( adrenaline ) and norepinephrine ( noradrenaline ) .","  O  O  B-Term  I-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," The pancreas is an internal organ that secretes hormones that regulate blood sugar levels : insulin and glucagon .","  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," An informed consent form provides a written description of what participants can expect during the experiment , including potential risks and implications of the research .","  B-Term  I-Term  I-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," 3420 . Correlation means that there is a relationship between two or more variables ( such as ice cream consumption and crime ) , but this relationship does not necessarily imply cause and effect .","  O  O  B-Term  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," When two variables are correlated , it simply means that as one variable changes , so does the other .","  O  O  O  O  B-Term  O  O  O  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," A negative correlation means that the variables move in opposite directions .","  B-Term  I-Term  I-Term  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," An operational definition is a description of how we will measure our variables , and it is important in allowing others understand exactly how and what a researcher measures in a particular experiment .","  B-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," 3435 . In a double - blind study , both the researchers and the participants are blind to group assignments .","  O  O  O  B-Term  I-Term  I-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," A dependent variable is what the researcher measures to see how much effect the independent variable had .","  B-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," With random assignment , all participants have an equal chance of being assigned to either group .","  O  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," Unlike an article that might be published in a magazine like Psychology Today , which targets a general audience with an interest in psychology , scientific journals generally publish peer - reviewed journal articles aimed at an audience of professionals and scholars who are actively involved in research themselves .","  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," Validity refers to the extent to which a given instrument or tool accurately measures what it ’s supposed to measure .","  B-Term  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," This type of observational study is called naturalistic observation : observing behavior in its natural setting .","  O  O  O  O  O  O  O  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
psychology," Generally , people who act as observers are closely involved in the research project and may unconsciously skew their observations to fit their research goals or expectations .","  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
